activities_q1,eventropy_k_block_ratio_3,log,n_unique_start_activities,ratio_top_5_variants,skewness_variant_occurrence,start_activities_q1,target_similarity,trace_len_kurtosis_hist,trace_len_variance
,,genEL5564_nan_nan_656_nan_nan_nan_1504_22205,8.0,,,,0.9972745813421414,-1.8333333333333333,9.1875
,,genEL5564_nan_nan_nan_069_nan_nan_1326_00,,0.0029411764705882353,,,0.76587269304105,-1.8333333333333333,9.1875
4780.0,,genEL5565_3257_nan_nan_046_nan_nan_615_nan,,0.0029411764705882353,,,0.8203916107976009,-1.8333333333333333,
,1.155,genEL5565_nan_049_544_nan_nan_14003_nan_nan,5.0,,,18.0,0.9683712231640883,,
,1.253,genEL5565_nan_291_nan_054_nan_7052_nan_nan,,0.5619335347432024,,70.75,0.9148550910490101,,
,1.253,genEL5565_nan_437_433_054_nan_nan_nan_nan,4.0,0.5619335347432024,,,0.8462712672615383,,
,,genEL5565_nan_nan_656_nan_nan_nan_1504_24981,7.0,,,,0.9974615299747708,-1.8333333333333333,9.1875
,,genEL5565_nan_nan_nan_069_nan_nan_1326_2776,,0.0029411764705882353,,,0.7657964255067294,-1.8333333333333333,9.1875
4780.0,,genEL5566_3257_nan_nan_046_nan_nan_792_nan,,0.0029411764705882353,,,0.8203494911664261,-1.8333333333333333,
,0.507,genEL5566_nan_049_544_nan_nan_17479_nan_nan,2.0,,,2648.5,0.9923002149844811,,
,1.164,genEL5566_nan_291_nan_054_nan_10527_nan_nan,,0.5119409465914025,,104.0,0.9085967489018092,,
,3.261,genEL5566_nan_437_433_061_nan_nan_nan_nan,3.0,0.05,,,0.7569826308278809,,
,,genEL5566_nan_nan_767_00_154_nan_nan_nan,8.0,0.11190476190476191,8.664992331226573,,0.9242397734282345,,
,,genEL5566_nan_nan_nan_069_nan_nan_1326_5551,,0.0029411764705882353,,,0.765570914150587,-1.8333333333333333,9.1875
4780.0,,genEL5567_3257_nan_nan_046_nan_nan_97_nan,,0.0029411764705882353,,,0.8203071335712333,-1.8333333333333333,
,1.025,genEL5567_nan_049_544_nan_nan_20955_nan_nan,2.0,,,1768.75,0.9700424278375339,,
,2.12,genEL5567_nan_291_nan_054_nan_17479_nan_nan,,0.5378912685337727,,68.0,0.9620089786038398,,
,1.994,genEL5567_nan_437_433_069_nan_nan_nan_nan,7.0,0.6894687353079455,,,0.887325407511985,,
,,genEL5567_nan_nan_767_00_355_nan_nan_nan,2.0,0.0,2.140314752791655,,0.9902293699377127,,
,,genEL5567_nan_nan_nan_069_nan_nan_1326_8327,,0.0029411764705882353,,,0.7653453215290911,-1.8333333333333333,9.1875
4780.0,,genEL5568_3257_nan_nan_046_nan_nan_1148_nan,,0.0029411764705882353,,,0.8202647759760405,-1.8333333333333333,
,0.305,genEL5568_nan_049_544_nan_nan_2443_nan_nan,4.0,,,203.0,0.9906411578433579,,
,2.677,genEL5568_nan_291_nan_054_nan_27906_nan_nan,,0.05408388520971302,,49.0,0.823288838256253,,
,3.382,genEL5568_nan_437_433_nan_154_nan_nan_nan,2.0,,37.148360981192745,,0.7650003373164651,,
,,genEL5568_nan_nan_767_00_557_nan_nan_nan,2.0,0.0,2.140314752791655,,0.9795804163819112,,
,,genEL5568_nan_nan_nan_069_nan_nan_1326_11103,,0.0029411764705882353,,,0.765119728907595,-1.8333333333333333,9.1875
89.0,,genEL5569_3257_nan_nan_046_nan_nan_1326_nan,,0.061015831134564644,,,0.863647177924931,-1.8333333333333333,
,0.507,genEL5569_nan_049_544_nan_nan_27906_nan_nan,2.0,,,2648.5,0.9925313574850408,,
,2.605,genEL5569_nan_291_nan_054_nan_nan_-097_nan,,0.5458355159769512,,,0.9835728533041216,5.0463751388234055,
,2.803,genEL5569_nan_437_433_nan_355_nan_nan_nan,2.0,,5.533119320847971,,0.9151196475368426,,
,,genEL5569_nan_nan_767_00_758_nan_nan_nan,2.0,0.0,2.140314752791655,,0.96898418041797,,
,,genEL5569_nan_nan_nan_069_nan_nan_1326_13878,,0.0029411764705882353,,,0.7648942175514527,-1.8333333333333333,9.1875
3049.0,3.524,genEL556_10_437_nan_038_nan_nan_nan_nan,,0.0498524106264349,,,0.8326617982161986,,
315.0,,genEL556_12727_nan_767_nan_1161_nan_nan_nan,5.0,,11.753221823901828,,0.9971961707066671,,
123.0,,genEL556_12727_nan_nan_nan_nan_20955_nan_nan,,,,216.5,0.9999445696118544,,
102.0,,genEL556_14305_nan_nan_nan_nan_10_nan_16654,,,,18.25,0.9984758857456338,,9.1875
,2.491,genEL556_nan_437_nan_nan_nan_nan_081_11103,,,,,0.9110675329125052,0.8130602964116473,7.602786695727578
,,genEL556_nan_nan_110_054_1563_nan_nan_nan,11.0,0.044929285960676094,16.807689200470104,,0.8254001068060178,,
,,genEL556_nan_nan_433_nan_nan_nan_-097_nan,4.0,,,,0.999795068979301,-0.9902579620540783,
,,genEL556_nan_nan_767_nan_557_nan_1148_nan,2.0,,5.533119320847971,,0.9971496556007886,-1.8333333333333333,
,,genEL556_nan_nan_767_nan_nan_nan_-097_2776,2.0,,,,0.9974894167843188,-1.8333333333333333,9.1875
,,genEL556_nan_nan_nan_nan_1765_nan_437_22205,,,16.247516153879786,,0.990728991256163,-1.8333333333333333,9.1875
,,genEL556_nan_nan_nan_nan_nan_7052_nan_22205,,,,70.75,0.9974044832662261,,9.1875
4780.0,,genEL5570_3257_nan_nan_046_nan_nan_1504_nan,,0.0029411764705882353,,,0.8201800607856551,-1.8333333333333333,
,0.307,genEL5570_nan_049_544_nan_nan_31382_nan_nan,4.0,,,1010.25,0.9892826506384051,,
,2.605,genEL5570_nan_291_nan_054_nan_nan_081_nan,,0.5458355159769512,,,0.9836152108993144,5.0463751388234055,
,2.803,genEL5570_nan_437_433_nan_557_nan_nan_nan,2.0,,5.533119320847971,,0.92537974897443,,
,,genEL5570_nan_nan_767_00_959_nan_nan_nan,2.0,0.0,2.140314752791655,,0.9583879444540288,,
,,genEL5570_nan_nan_nan_069_nan_nan_1326_16654,,0.0029411764705882353,,,0.7646686249299567,-1.8333333333333333,9.1875
4780.0,,genEL5571_3257_nan_nan_046_nan_nan_nan_00,,0.0029411764705882353,,,0.820506922861666,,9.1875
,2.19,genEL5571_nan_049_544_nan_nan_nan_-097_nan,2.0,,,,0.9188747421599501,-0.7110193256436763,
,2.917,genEL5571_nan_291_nan_054_nan_nan_259_nan,,0.5433344935607379,,,0.9985372024162349,2.571517248641854,
,1.958,genEL5571_nan_437_433_nan_758_nan_nan_nan,3.0,,7.374630124409407,,0.8852884908274612,,
,,genEL5571_nan_nan_767_00_1161_nan_nan_nan,2.0,0.0021608097350164905,13.288032685664337,,0.9880797375663573,,
,,genEL5571_nan_nan_nan_069_nan_nan_1326_1943,,0.0029411764705882353,,,0.7644430323084608,-1.8333333333333333,9.1875
8282.0,,genEL5572_3257_nan_nan_046_nan_nan_nan_2776,,0.03910665451230629,,,0.8150602314901387,,9.1875
,2.504,genEL5572_nan_049_544_nan_nan_nan_081_nan,5.0,,,,0.9053955764776614,0.8899317803205178,
,2.006,genEL5572_nan_291_nan_054_nan_nan_437_nan,,0.43991989319092123,,,0.9235774992317274,4.371091915743522,
,3.382,genEL5572_nan_437_433_nan_959_nan_nan_nan,2.0,,37.148360981192745,,0.8074379987640902,,
,,genEL5572_nan_nan_767_00_1362_nan_nan_nan,2.0,0.0021608097350164905,13.288032685664337,,0.99517587005267,,
,,genEL5572_nan_nan_nan_069_nan_nan_1326_22205,,0.06320113253683962,,,0.7847141046483223,-1.8333333333333333,9.1875
8282.0,,genEL5573_3257_nan_nan_046_nan_nan_nan_5551,,0.03910665451230629,,,0.8148347201339963,,9.1875
,0.835,genEL5573_nan_049_544_nan_nan_nan_259_nan,3.0,,,,0.9827752339334633,4.429066111697495,
,3.261,genEL5573_nan_291_nan_054_nan_nan_nan_00,,0.05,,,0.8168776371308016,,0.0
,1.901,genEL5573_nan_437_433_nan_1161_nan_nan_nan,4.0,,10.596099220113524,,0.878766359313957,,
,,genEL5573_nan_nan_767_00_1563_nan_nan_nan,2.0,0.0021608097350164905,13.288032685664337,,0.984579634088729,,
,,genEL5573_nan_nan_nan_069_nan_nan_1326_24981,,0.1238336499894448,,,0.8051118172828144,-1.8333333333333333,9.1875
1900.5,,genEL5574_3257_nan_nan_046_nan_nan_nan_8327,,0.18815533416596475,,,0.8975079444993642,,9.1875
,2.006,genEL5574_nan_049_544_nan_nan_nan_437_nan,2.0,,,,0.9275072268513224,4.371091915743522,
,2.914,genEL5574_nan_291_nan_054_nan_nan_nan_2776,,0.44707828004410144,,,0.9589460545677553,,1167.2848440677615
,1.747,genEL5574_nan_437_433_nan_1362_nan_nan_nan,2.0,,13.645762420977519,,0.8759306261704093,,
,,genEL5574_nan_nan_767_00_1765_nan_nan_nan,2.0,0.0021608097350164905,13.288032685664337,,0.9739306805329273,,
,,genEL5574_nan_nan_nan_069_nan_nan_1504_00,,0.0029411764705882353,,,0.7658303354458573,-1.8333333333333333,9.1875
54.5,,genEL5575_3257_nan_nan_046_nan_nan_nan_11103,,0.03731343283582089,,,0.8552907701066247,,9.1875
,3.261,genEL5575_nan_049_544_nan_nan_nan_615_nan,3.0,,,,0.8690577539407054,5.1111111111111125,
,1.253,genEL5575_nan_291_nan_054_nan_nan_nan_5551,,0.5619335347432024,,,0.9147981962501566,,48.446146438970075
,3.382,genEL5575_nan_437_433_nan_1563_nan_nan_nan,2.0,,37.148360981192745,,0.839279424247774,,
,,genEL5575_nan_nan_767_00_1966_nan_nan_nan,2.0,0.0,2.140314752791655,,0.9053013294506022,,
,,genEL5575_nan_nan_nan_069_nan_nan_1504_2776,,0.0029411764705882353,,,0.7657540679115367,-1.8333333333333333,9.1875
8282.0,,genEL5576_3257_nan_nan_046_nan_nan_nan_13878,,0.03910665451230629,,,0.814158023534862,,9.1875
,3.261,genEL5576_nan_049_544_nan_nan_nan_792_nan,3.0,,,,0.8690156343095305,5.1111111111111125,
,1.962,genEL5576_nan_291_nan_054_nan_nan_nan_13878,,0.7060843290756764,,,0.8990587332248428,,138.0965675922158
,3.382,genEL5576_nan_437_433_nan_1765_nan_nan_nan,2.0,,37.148360981192745,,0.8499283778035757,,
,,genEL5576_nan_nan_767_00_nan_10_nan_nan,7.0,0.0,,1.0,0.9997235973597359,,
,,genEL5576_nan_nan_nan_069_nan_nan_1504_5551,,0.0029411764705882353,,,0.7655285565553943,-1.8333333333333333,9.1875
8282.0,,genEL5577_3257_nan_nan_046_nan_nan_nan_16654,,0.03910665451230629,,,0.813932430913366,,9.1875
,3.261,genEL5577_nan_049_544_nan_nan_nan_97_nan,3.0,,,,0.8689732767143378,5.1111111111111125,
,2.091,genEL5577_nan_291_nan_054_nan_nan_nan_24981,,0.4308709399252659,,,0.9244138429441106,,241.09722590460018
,2.716,genEL5577_nan_437_433_nan_1966_nan_nan_nan,12.0,,21.083085885507188,,0.9117902763404501,,
,,genEL5577_nan_nan_767_00_nan_3576_nan_nan,2.0,0.0021608097350164905,,91.25,0.9968029132813082,,
,,genEL5577_nan_nan_nan_069_nan_nan_1504_8327,,0.0029411764705882353,,,0.7653029639338983,-1.8333333333333333,9.1875
8282.0,,genEL5578_3257_nan_nan_046_nan_nan_nan_1943,,0.03910665451230629,,,0.8137068382918701,,9.1875
,3.261,genEL5578_nan_049_544_nan_nan_nan_1148_nan,3.0,,,,0.868930919119145,5.1111111111111125,
,2.281,genEL5578_nan_291_nan_061_154_nan_nan_nan,,0.6088961618565903,43.060877674079116,,0.7512474939048552,,
,1.059,genEL5578_nan_437_433_nan_nan_10_nan_nan,3.0,,,3.0,0.8442195073160599,,
,,genEL5578_nan_nan_767_00_nan_7052_nan_nan,4.0,0.1018898931799507,,70.75,0.9638290374888125,,
,,genEL5578_nan_nan_nan_069_nan_nan_1504_11103,,0.0029411764705882353,,,0.7650773713124024,-1.8333333333333333,9.1875
2036.0,,genEL5579_3257_nan_nan_046_nan_nan_nan_22205,,0.015456024883558734,,,0.8369551293414516,,9.1875
,3.261,genEL5579_nan_049_544_nan_nan_nan_1326_nan,3.0,,,,0.8688885615239523,5.1111111111111125,
,2.281,genEL5579_nan_291_nan_061_355_nan_nan_nan,,0.6088961618565903,43.060877674079116,,0.7618437298687963,,
,3.598,genEL5579_nan_437_433_nan_nan_3576_nan_nan,3.0,,,49.5,0.9632277065458608,,
,,genEL5579_nan_nan_767_00_nan_10527_nan_nan,7.0,0.1238336499894448,,116.0,0.9575795223166259,,
,,genEL5579_nan_nan_nan_069_nan_nan_1504_13878,,0.0029411764705882353,,,0.7648518599562599,-1.8333333333333333,9.1875
692.0,3.381,genEL557_10_437_nan_046_nan_nan_nan_nan,,0.04878048780487805,,,0.8102759102493825,,
289.0,,genEL557_12727_nan_767_nan_1362_nan_nan_nan,2.0,,13.288032685664337,,0.9950947259936482,,
127.25,,genEL557_12727_nan_nan_nan_nan_2443_nan_nan,,,,242.5,0.999993863339369,,
136.75,,genEL557_14305_nan_nan_nan_nan_10_nan_1943,,,,39.5,0.9983785403922657,,9.1875
,1.812,genEL557_nan_437_nan_nan_nan_nan_081_13878,,,,,0.8793242338766555,0.7230810829274277,46.64854992829653
,,genEL557_nan_nan_110_054_1765_nan_nan_nan,11.0,0.044929285960676094,16.807689200470104,,0.8271681409719739,,
,,genEL557_nan_nan_433_nan_nan_nan_081_nan,4.0,,,,0.9997957812198249,0.8103042303939016,
,,genEL557_nan_nan_767_nan_557_nan_1326_nan,2.0,,5.533119320847971,,0.9971072980055958,-1.8333333333333333,
,,genEL557_nan_nan_767_nan_nan_nan_-097_5551,8.0,,,,0.9994668757252061,-1.8333333333333333,9.1875
,,genEL557_nan_nan_nan_nan_1765_nan_437_24981,,,16.247516153879786,,0.9905033986346671,-1.8333333333333333,9.1875
,,genEL557_nan_nan_nan_nan_nan_10527_615_nan,,,,535.0,0.998286119893946,-1.8333333333333333,
6960.75,,genEL5580_3257_nan_nan_046_nan_nan_nan_24981,,0.027657847153031476,,,0.8160288038940513,,9.1875
,3.261,genEL5580_nan_049_544_nan_nan_nan_1504_nan,3.0,,,,0.8688462039287596,5.1111111111111125,
,2.803,genEL5580_nan_291_nan_061_557_nan_nan_nan,,0.2706964520367937,5.533119320847971,,0.8793797950715033,,
,1.253,genEL5580_nan_437_433_nan_nan_7052_nan_nan,4.0,,,70.75,0.8537311433717507,,
,,genEL5580_nan_nan_767_00_nan_14003_nan_nan,2.0,0.0021608097350164905,,91.25,0.9968177878011006,,
,,genEL5580_nan_nan_nan_069_nan_nan_1504_16654,,0.0029411764705882353,,,0.7646262673347639,-1.8333333333333333,9.1875
2629.0,,genEL5581_3257_nan_nan_054_154_nan_nan_nan,,0.09069085920937772,7.374630124409407,,0.8033130291876186,,
,3.261,genEL5581_nan_049_544_nan_nan_nan_nan_00,3.0,,,,0.8690824757581244,,0.0
,1.958,genEL5581_nan_291_nan_061_758_nan_nan_nan,,0.5353330879646669,7.374630124409407,,0.928888456870366,,
,1.164,genEL5581_nan_437_433_nan_nan_10527_nan_nan,5.0,,,104.0,0.8494160469482817,,
,,genEL5581_nan_nan_767_00_nan_17479_nan_nan,8.0,0.11190476190476191,,15.5,0.9614479080715258,,
,,genEL5581_nan_nan_nan_069_nan_nan_1504_1943,,0.0029411764705882353,,,0.764400674713268,-1.8333333333333333,9.1875
2629.0,,genEL5582_3257_nan_nan_054_355_nan_nan_nan,,0.09069085920937772,7.374630124409407,,0.8139092651515598,,
,1.161,genEL5582_nan_049_544_nan_nan_nan_nan_2776,5.0,,,,0.9682034271137865,,8.43879991769237
,2.281,genEL5582_nan_291_nan_061_959_nan_nan_nan,,0.6088961618565903,43.060877674079116,,0.7936851553524803,,
,3.742,genEL5582_nan_437_433_nan_nan_14003_nan_nan,4.0,,,199.5,0.9702899298072835,,
,,genEL5582_nan_nan_767_00_nan_20955_nan_nan,2.0,0.0021608097350164905,,91.25,0.9966636780222676,,
,,genEL5582_nan_nan_nan_069_nan_nan_1504_22205,,0.0029411764705882353,,,0.7641751633571255,-1.8333333333333333,9.1875
3034.0,,genEL5583_3257_nan_nan_054_557_nan_nan_nan,,0.01815177883026765,5.533119320847971,,0.8071605219516296,,
,0.65,genEL5583_nan_049_544_nan_nan_nan_nan_5551,2.0,,,,0.9906631486442623,,4.253546278933178
,2.281,genEL5583_nan_291_nan_061_1161_nan_nan_nan,,0.6088961618565903,43.060877674079116,,0.8043341089082818,,
,3.577,genEL5583_nan_437_433_nan_nan_17479_nan_nan,5.0,,,182.0,0.9625299304423313,,
,,genEL5583_nan_nan_767_00_nan_2443_nan_nan,2.0,0.0021608097350164905,,91.25,0.9965866453005409,,
,,genEL5583_nan_nan_nan_069_nan_nan_1504_24981,,0.06320113253683962,,,0.7844461544316336,-1.8333333333333333,9.1875
2629.0,,genEL5584_3257_nan_nan_054_758_nan_nan_nan,,0.09069085920937772,7.374630124409407,,0.8329891336149411,,
,1.765,genEL5584_nan_049_544_nan_nan_nan_nan_8327,3.0,,,,0.9391949997200599,,80.38626411624958
,1.747,genEL5584_nan_291_nan_061_1362_nan_nan_nan,,0.6405005688282139,13.645762420977519,,0.9349656991841467,,
,2.672,genEL5584_nan_437_433_nan_nan_20955_nan_nan,5.0,,,913.0,0.9185580227604514,,
,,genEL5584_nan_nan_767_00_nan_27906_nan_nan,8.0,0.0,,278.5,0.9998626199955151,,
,,genEL5584_nan_nan_nan_nan_154_10_-097_nan,,,9.05436582714667,159.0,0.9600152791992421,-1.8333333333333333,
2358.75,,genEL5585_3257_nan_nan_054_959_nan_nan_nan,,0.020084613313941107,59.982045576059036,,0.5457650563084142,,
,0.65,genEL5585_nan_049_544_nan_nan_nan_nan_11103,2.0,,,,0.9902119634012704,,4.253546278933178
,2.281,genEL5585_nan_291_nan_061_1563_nan_nan_nan,,0.6088961618565903,43.060877674079116,,0.8255265808361641,,
,1.901,genEL5585_nan_437_433_nan_nan_2443_nan_nan,4.0,,,347.25,0.8838831836985385,,
,,genEL5585_nan_nan_nan_nan_154_10_081_nan,,,11.753221823901828,419.0,0.9451688427790109,-1.8333333333333333,
289.0,,genEL5586_3257_nan_nan_054_1161_nan_nan_nan,,0.0021608097350164905,13.288032685664337,,0.8069213322058278,,
,2.618,genEL5586_nan_291_nan_061_1765_nan_nan_nan,,0.062157221206581355,16.11224709939387,,0.7918626167920234,,
,3.56,genEL5586_nan_437_433_nan_nan_27906_nan_nan,4.0,,,279.5,0.9618882024634878,,
,,genEL5586_nan_nan_nan_nan_154_10_259_nan,,,27.460425041311765,736.0,0.8616191765717685,-1.8333333333333333,
289.0,,genEL5587_3257_nan_nan_054_1362_nan_nan_nan,,0.0021608097350164905,13.288032685664337,,0.8140174646921406,,
,2.281,genEL5587_nan_291_nan_061_1966_nan_nan_nan,,0.6088961618565903,43.060877674079116,,0.8467717703559069,,
,3.665,genEL5587_nan_437_433_nan_nan_31382_nan_nan,4.0,,,322.5,0.9667925804503209,,
,,genEL5587_nan_nan_nan_nan_154_10_437_nan,,,16.247516153879786,593.5,0.9210044639844331,-1.8333333333333333,
2629.0,,genEL5588_3257_nan_nan_054_1563_nan_nan_nan,,0.09069085920937772,7.374630124409407,,0.790551472167316,,
,1.253,genEL5588_nan_291_nan_061_nan_7052_nan_nan,,0.5619335347432024,,70.75,0.9059663391736374,,
,3.425,genEL5588_nan_437_433_nan_nan_nan_-097_nan,3.0,,,,0.955147205246957,-0.9833388528471283,
,,genEL5588_nan_nan_nan_nan_154_10_615_nan,,,21.083085885507188,5.75,0.8967730531992384,-1.8333333333333333,
2384.0,,genEL5589_3257_nan_nan_054_1765_nan_nan_nan,,0.20253465975235474,17.756136237238923,,0.8727906845062487,,
,2.152,genEL5589_nan_291_nan_061_nan_10527_nan_nan,,0.0657439446366782,,91.25,0.7793110110071866,,
,2.504,genEL5589_nan_437_433_nan_nan_nan_081_nan,5.0,,,,0.9122392761429866,0.8899317803205178,
,,genEL5589_nan_nan_nan_nan_154_10_792_nan,,,21.083085885507188,5.75,0.8967309335680635,-1.8333333333333333,
18.5,2.315,genEL558_10_437_nan_054_nan_nan_nan_nan,,0.30357142857142855,,,0.8231506323672979,,
161.5,,genEL558_12727_nan_767_nan_1563_nan_nan_nan,8.0,,8.664992331226573,,0.9629732886151361,,
133.0,,genEL558_12727_nan_nan_nan_nan_27906_nan_nan,,,,278.5,0.9999547662804755,,
7.0,,genEL558_14305_nan_nan_nan_nan_10_nan_22205,,,,1.25,0.9975830828741225,,9.1875
,1.901,genEL558_nan_437_nan_nan_nan_nan_081_16654,,,,,0.8841272550228532,3.8384040250017364,160.60653217175943
,,genEL558_nan_nan_110_054_1966_nan_nan_nan,11.0,0.044929285960676094,16.807689200470104,,0.8165719050080327,,
,,genEL558_nan_nan_433_nan_nan_nan_259_nan,4.0,,,,0.9997574820434183,3.663272509061575,
,,genEL558_nan_nan_767_nan_557_nan_1504_nan,2.0,,5.533119320847971,,0.9970649404104032,-1.8333333333333333,
,,genEL558_nan_nan_767_nan_nan_nan_-097_8327,8.0,,,,0.9992412831037101,-1.8333333333333333,9.1875
,,genEL558_nan_nan_nan_nan_1765_nan_615_00,,,17.756136237238923,,0.9991758381651235,-1.8333333333333333,9.1875
,,genEL558_nan_nan_nan_nan_nan_10527_792_nan,,,,535.0,0.9982229404471838,-1.8333333333333333,
6224.0,,genEL5590_3257_nan_nan_054_1966_nan_nan_nan,,0.09299109843574453,19.619258277428337,,0.8164985093706447,,
,2.258,genEL5590_nan_291_nan_061_nan_17479_nan_nan,,0.6012634708286883,,185.0,0.9664384820902435,,
,1.833,genEL5590_nan_437_433_nan_nan_nan_259_nan,4.0,,,,0.8808978619154904,3.663272509061575,
,,genEL5590_nan_nan_nan_nan_154_10_97_nan,,,21.083085885507188,5.75,0.8966885759728708,-1.8333333333333333,
41.0,,genEL5591_3257_nan_nan_054_nan_10_nan_nan,,0.06988472622478387,,3.75,0.8400482105206876,,
,1.872,genEL5591_nan_291_nan_061_nan_27906_nan_nan,,0.7345781927309103,,261.25,0.9089231306750031,,
,2.006,genEL5591_nan_437_433_nan_nan_nan_437_nan,2.0,,,,0.8882089357352909,4.371091915743522,
,,genEL5591_nan_nan_nan_nan_154_10_1148_nan,,,21.083085885507188,5.75,0.896646218377678,-1.8333333333333333,
89.0,,genEL5592_3257_nan_nan_054_nan_3576_nan_nan,,0.061015831134564644,,159.0,0.8365222659876642,,
,2.281,genEL5592_nan_291_nan_061_nan_nan_-097_nan,,0.6088961618565903,,,0.9700781998010204,1.4405490871146656,
,3.466,genEL5592_nan_437_433_nan_nan_nan_615_nan,4.0,,,,0.9574575174402621,5.1111111111111125,
,,genEL5592_nan_nan_nan_nan_154_10_1326_nan,,,21.083085885507188,5.75,0.8966038607824853,-1.8333333333333333,
89.0,,genEL5593_3257_nan_nan_054_nan_7052_nan_nan,,0.061015831134564644,,159.0,0.8365993208770807,,
,2.281,genEL5593_nan_291_nan_061_nan_nan_081_nan,,0.6088961618565903,,,0.9701205573962132,1.4405490871146656,
,2.155,genEL5593_nan_437_433_nan_nan_nan_792_nan,4.0,,,,0.8959426202112587,4.688818422512864,
,,genEL5593_nan_nan_nan_nan_154_10_1504_nan,,,21.083085885507188,5.75,0.8965615031872926,-1.8333333333333333,
13.0,,genEL5594_3257_nan_nan_054_nan_10527_nan_nan,,0.18691588785046728,,3.0,0.8795779011547533,,
,2.914,genEL5594_nan_291_nan_061_nan_nan_259_nan,,0.44707828004410144,,,0.9443518154720467,4.485421899633812,
,2.173,genEL5594_nan_437_433_nan_nan_nan_97_nan,4.0,,,,0.8967467973218972,4.800299532734798,
,,genEL5594_nan_nan_nan_nan_154_10_nan_00,,,1.4935378057831277,3989.0,0.990839925302674,,9.1875
57.5,,genEL5595_3257_nan_nan_054_nan_14003_nan_nan,,0.02753572673405368,,146.5,0.8255522811188922,,
,2.006,genEL5595_nan_291_nan_061_nan_nan_437_nan,,0.43991989319092123,,,0.8997679754222037,4.371091915743522,
,2.672,genEL5595_nan_437_433_nan_nan_nan_1148_nan,5.0,,,,0.9199585634810906,4.804813848972647,
,,genEL5595_nan_nan_nan_nan_154_10_nan_2776,,,25.937453268013453,930.75,0.8691705305900777,,9.1875
89.0,,genEL5596_3257_nan_nan_054_nan_17479_nan_nan,,0.05715197956577267,,175.75,0.8354790972699033,,
,3.261,genEL5596_nan_291_nan_061_nan_nan_nan_00,,0.05,,,0.7930681133212779,,0.0
,3.583,genEL5596_nan_437_433_nan_nan_nan_1326_nan,4.0,,,,0.9627735570910195,5.1111111111111125,
,,genEL5596_nan_nan_nan_nan_154_10_nan_5551,,,1.5855619624907005,791.0,0.9976321193849168,,9.1875
34.75,,genEL5597_3257_nan_nan_054_nan_20955_nan_nan,,0.07548209366391184,,86.5,0.841716938108264,,
,3.024,genEL5597_nan_291_nan_061_nan_nan_nan_2776,,0.6127744510978044,,,0.9937108193628305,,27.871326182188735
,3.867,genEL5597_nan_437_433_nan_nan_nan_1504_nan,4.0,,,,0.9760457798990148,5.1111111111111125,
,,genEL5597_nan_nan_nan_nan_154_10_nan_8327,,,8.664992331226573,15.5,0.9618045790217693,,9.1875
1413.0,,genEL5598_3257_nan_nan_054_nan_2443_nan_nan,,0.15347638288978682,,261.25,0.8615259549780975,,
,1.536,genEL5598_nan_291_nan_061_nan_nan_nan_5551,,0.6749816581071166,,,0.9134777141638419,,55.924197249496565
,3.704,genEL5598_nan_437_433_nan_nan_nan_nan_00,4.0,,,,0.9686402326941556,,0.0
,,genEL5598_nan_nan_nan_nan_154_10_nan_11103,,,1.5855619624907005,791.0,0.9971809341419248,,9.1875
33.25,,genEL5599_3257_nan_nan_054_nan_27906_nan_nan,,0.030436700485222762,,127.0,0.8263386365552733,,
,2.586,genEL5599_nan_291_nan_061_nan_nan_nan_13878,,0.6102865032792544,,,0.983937759337085,,43.4236007208512
,,genEL5599_nan_nan_nan_nan_154_10_nan_13878,,,1.5855619624907005,791.0,0.9969554227857824,,9.1875
2801.0,4.033,genEL559_10_437_nan_061_nan_nan_nan_nan,,0.04998214923241699,,,0.7795891825462586,,
161.5,,genEL559_12727_nan_767_nan_1765_nan_nan_nan,8.0,,8.664992331226573,,0.9523243350593344,,
139.75,,genEL559_12727_nan_nan_nan_nan_31382_nan_nan,,,,299.25,0.999857088642038,,
9.5,,genEL559_14305_nan_nan_nan_nan_10_nan_24981,,,,3.0,0.9973662262744641,,9.1875
5.0,,genEL559_7992_nan_878_nan_nan_nan_-097_nan,9.0,,,,0.9995106393628882,-1.8333333333333333,
,2.672,genEL559_nan_437_nan_nan_nan_nan_081_1943,,,,,0.9202277819173041,4.804813848972647,185.56719848081661
,,genEL559_nan_nan_110_054_nan_2443_nan_nan,6.0,0.15347638288978682,,261.25,0.8664291014306237,,
,,genEL559_nan_nan_433_nan_nan_nan_437_nan,2.0,,,,0.998558129341333,4.371091915743522,
,,genEL559_nan_nan_767_nan_557_nan_nan_00,2.0,,5.533119320847971,,0.9973918024864141,,9.1875
,,genEL559_nan_nan_767_nan_nan_nan_-097_11103,2.0,,,,0.9968127201851844,-1.8333333333333333,9.1875
,,genEL559_nan_nan_nan_nan_1765_nan_615_2776,,,17.756136237238923,,0.9990995706308028,-1.8333333333333333,9.1875
,,genEL559_nan_nan_nan_nan_nan_10527_97_nan,,,,535.0,0.9981594040543947,-1.8333333333333333,
799.0,2.206,genEL55_10_00_nan_nan_nan_nan_nan_11103,,,,,0.8923793153746462,,89.93250287725282
4780.0,,genEL55_10_nan_nan_nan_nan_nan_615_nan,,,,,0.9635417332154566,-1.8333333333333333,
539.0,2.912,genEL55_12727_291_nan_nan_nan_nan_nan_11103,,,,,0.9969283273095634,,0.2499578343734188
4780.0,,genEL55_12727_nan_433_nan_nan_nan_615_nan,3.0,,,,0.9757829859258318,-1.8333333333333333,
